"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"222",NA,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0
"223",1,0,1,1,0,0,NA,0,0,0,NA,NA,1,1,NA,0,NA,NA,0,1,NA,0,1,1,0,0,0,1,NA,0,1,0,NA,1,1,NA,1,1,0,1,1,0,1,1,NA,0,1,1,0,0,NA,0,0,1,NA,0,1,1,0,1,1,0,1,NA,0,0,1,0,0,1,1,0,NA,1,0,0,1,1,0,NA,1,NA,NA,1,0,0,1,0,0,1,1,NA,NA,1,0,0,1,1,0,1
"224",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA
"225",1,NA,0,1,0,NA,0,NA,NA,0,1,0,0,1,1,NA,0,1,NA,0,1,0,NA,1,0,0,0,1,0,NA,1,0,0,1,1,0,0,1,0,0,1,0,0,NA,0,0,NA,1,0,0,1,0,NA,1,0,0,NA,1,0,0,1,0,0,1,0,NA,0,1,0,0,NA,0,NA,1,0,0,0,1,0,0,NA,NA,NA,1,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,1,NA,0
"226",NA,0,NA,0,0,NA,0,0,0,0,0,0,1,0,0,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,1,0,0,0,0,0,0,NA
"227",0,1,NA,0,0,0,0,NA,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,1,0,0,0,NA,1,0,0,NA,0,1,NA,NA,NA,0,1,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,NA
"228",NA,0,0,0,1,1,NA,1,NA,0,0,NA,NA,0,1,1,1,1,0,0,0,0,0,NA,1,1,0,0,NA,NA,0,0,0,0,0,1,1,NA,0,0,0,0,0,0,1,1,1,1,0,0,NA,NA,0,0,0,1,NA,0,1,0,0,0,0,NA,1,1,0,1,1,1,0,0,NA,0,1,1,0,0,1,0,0,NA,0,0,1,1,0,NA,1,0,NA,0,NA,0,1,1,0,0,NA,0
"229",0,1,0,NA,1,0,0,NA,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,NA,1,0,0,1,1,0,0,1,0,1,NA,0,0,0,1,NA,0,1,0,NA,1,0,1,0,1,0,0,1,0,NA,NA,0,0,0,1,1,0,1,0,NA,1,0,1,0,1,1,0,1,1,1,1,0,1,NA,1,1,0,1,NA,0,1,NA,NA,0,1,0,0,1,0,1,1,0,0,0,NA,NA
"230",0,1,1,1,0,1,0,1,1,NA,1,NA,1,1,1,1,1,NA,1,1,1,NA,0,1,0,1,0,1,1,1,1,0,0,1,0,NA,0,0,1,1,1,1,NA,1,1,1,NA,1,1,NA,1,NA,0,1,0,NA,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,NA,1,0,NA,1,NA,1,1,0,NA,NA,1,NA,0,1,1,1,1,1,NA,0,1,0,NA,NA,1
"231",NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,NA,0,1,NA,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,1,0,1,0,NA,0,0,0,0,0,0,0,1,0,0
"232",1,0,0,1,1,0,NA,1,1,1,1,0,0,1,NA,1,0,1,1,NA,1,0,NA,1,1,0,NA,1,1,0,1,0,1,1,1,NA,NA,1,1,1,0,NA,0,1,1,0,0,1,1,1,NA,0,0,1,1,0,1,1,1,NA,0,0,NA,NA,1,0,1,NA,1,NA,1,0,1,1,1,0,1,1,1,1,1,0,NA,1,1,NA,0,1,1,1,0,0,0,1,NA,NA,1,1,1,1
"233",0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,1,NA,0,0,NA,0,0,NA,NA,0,0,1,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,0,0,NA,0,0
"234",0,0,0,1,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,1,0,NA,0,NA,0,0,NA,0,NA,1,NA,0,NA,1,0,1,0,0,1,1,0,0,NA,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,1,1,1,0,0,0,1,0,0,NA,1,1,0,0,0,0,0,0,0,0,1,1,NA,0,0,0,1,0,0,0,0,1,1,0,0,0,NA,0,0,NA,1,NA,0,NA
"235",1,0,0,1,1,NA,1,0,0,0,1,0,NA,0,1,1,NA,0,0,NA,NA,0,1,0,1,1,0,NA,NA,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,NA,0,NA,0,0,NA,NA,0,0,1,1,1,NA,1,1,0,NA,1,1,NA,1,NA,0,0,NA,1,NA,NA,NA,NA,1,1,NA,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,NA,1,0,0,0
"236",0,NA,NA,NA,NA,0,0,0,0,0,0,NA,1,0,0,0,NA,NA,0,0,0,0,1,0,0,1,0,NA,1,0,1,NA,1,0,0,NA,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,1,0,0,NA,0,0,1,NA,1,NA,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,1,0,NA,0,1,0,0,0,NA,0,0,0
"237",0,0,NA,1,1,0,0,0,0,0,NA,0,0,NA,1,0,1,0,NA,0,0,0,0,1,1,NA,0,NA,0,1,0,0,0,1,0,NA,1,0,0,NA,0,0,NA,1,1,NA,NA,1,0,NA,NA,0,0,1,0,0,0,0,1,NA,0,NA,0,NA,1,0,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,NA,0,0,0,0
"238",0,NA,0,1,NA,1,0,0,0,0,0,1,0,0,1,NA,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,NA,0,1,1,1,0,1,0,1,0,1,NA,NA,1,1,0,1,0,NA,NA,1,0,0,1,1,0,0,1,1,0,NA,0,NA,1,NA,0,1,0,1,0,1,0,0,1,1,0,NA,0,0,0,1,0,0,NA,NA,0,0,NA,0,0,1,0,0,NA,1,0,NA,0,NA
"239",1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,0,1,1,0,1,NA,1,1,1,NA,1,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,0,NA,1,0,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,0,NA,1,1,NA,1,1,1,1,1,0,1,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
"240",0,0,NA,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0
"241",0,0,0,0,0,NA,0,1,0,0,0,0,NA,0,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1,NA,0,1,0,0,0,NA,0,0,1,NA,0,1,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0
"242",1,0,NA,1,1,0,NA,0,0,NA,1,NA,1,1,1,0,NA,0,0,1,NA,NA,1,1,1,0,NA,0,0,NA,1,0,NA,NA,1,0,1,0,0,1,NA,0,1,1,1,0,NA,0,0,1,NA,0,0,1,1,NA,NA,0,0,1,1,0,NA,1,1,0,NA,0,NA,1,1,0,1,1,1,NA,1,0,0,1,1,NA,NA,1,1,0,1,0,0,NA,NA,0,1,1,1,0,1,NA,0,1
"243",1,1,0,NA,1,0,NA,NA,0,1,1,1,0,0,NA,NA,NA,1,0,1,1,1,NA,1,NA,0,NA,0,NA,NA,1,NA,1,1,NA,0,1,1,0,1,1,1,1,NA,1,0,1,NA,NA,1,NA,1,0,NA,NA,0,1,0,0,1,1,1,1,1,NA,0,1,NA,0,1,1,1,1,1,NA,0,1,1,0,1,1,1,1,NA,1,0,1,0,0,1,1,1,0,0,1,0,1,NA,NA,NA
"244",NA,0,0,NA,0,NA,0,0,1,0,1,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,NA,1,0,0,1,1,0,0,0,1,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,1,1,1,0,NA,0,0,0,1,0,0,1,1,0,NA,0,NA,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,0,1,0,NA,0,NA,NA,0,0,0,0,NA,1
"245",1,NA,NA,1,0,0,0,0,0,0,1,NA,1,0,0,0,NA,1,0,NA,NA,0,1,0,0,NA,0,0,0,NA,1,0,NA,0,NA,0,0,1,NA,0,1,0,1,0,0,NA,NA,0,0,0,1,0,1,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,NA,0,0,1,0,0,1,0,1,0,NA,0,0,0,NA,0,1,0,1,0,0,0,NA,0,0,NA
"246",0,0,NA,0,0,0,NA,1,0,0,0,0,1,0,NA,0,1,1,0,NA,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,1,1,NA,0,1,0,0,NA,0,0,0,0,0,0,0,1,1,NA,1,0,NA,NA,0,0,0,1,1,0,0,0,NA,1,NA,0,0,0,0,0,0,0,NA,1,1,0,0,NA,NA,0,0
"247",NA,1,1,1,0,1,1,1,NA,0,1,0,NA,1,1,NA,1,NA,0,NA,1,0,1,1,NA,1,0,1,0,1,1,0,0,NA,0,0,NA,NA,0,1,1,1,NA,1,1,0,NA,NA,NA,1,1,1,1,1,0,1,NA,1,1,NA,1,0,0,1,0,NA,NA,1,NA,1,1,1,1,NA,0,0,1,NA,0,1,1,1,0,NA,1,1,1,1,0,1,1,NA,NA,1,NA,0,1,1,NA,1
"248",0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,0,1,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,NA,0,0,0,0,1,0,NA,0,0,0,0
"249",0,0,0,0,0,0,0,1,0,1,NA,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,1,0,0,0,1,0,1,0,0,0,NA,0,NA,1,1,0,1,NA,0,0,0,0,0,NA,1,0,1,NA,0,0,0,NA,NA,0,1,0,1,0,0,0,0,0,0,0,1,NA,NA,0,NA,0,0,0,0,NA,1,0,NA,0,0,0,0,0,0,0,1,0,1
"250",0,1,1,1,1,NA,0,0,0,0,0,0,1,1,1,NA,1,0,0,NA,NA,NA,NA,1,1,1,0,NA,0,1,0,NA,NA,1,NA,0,0,NA,NA,NA,0,0,0,NA,1,0,1,1,NA,0,NA,1,0,1,NA,1,0,0,0,NA,0,0,0,1,1,0,0,0,0,1,NA,1,0,1,1,0,0,0,0,0,NA,0,0,1,1,0,0,0,NA,0,0,0,1,1,1,0,0,0,NA,0
"251",0,1,NA,NA,NA,1,1,NA,1,1,0,1,1,NA,0,1,1,1,NA,1,0,NA,NA,1,NA,1,0,0,1,1,0,1,0,1,0,1,1,NA,NA,1,0,NA,0,NA,0,0,1,1,1,1,NA,1,NA,NA,0,1,1,1,1,1,0,1,NA,1,0,NA,1,1,1,1,0,NA,0,1,0,NA,1,NA,1,NA,0,1,0,1,0,1,1,0,1,1,0,NA,1,1,NA,1,1,NA,NA,1
"252",0,NA,1,0,0,1,0,0,1,NA,NA,NA,1,0,1,0,0,NA,0,0,0,0,NA,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,NA,0,1,0,1,0,NA,0,1,0,1,NA,1,0,0,1,0,NA,NA,0,NA,0,1,0,0,0,0,0,1,0,NA,0,1,0,NA,NA,0,0,1,NA,1,0,1,0,NA,1,0,0,1,0,NA,0,NA,0,0,0,0,0,1,0
"253",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,1,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
"254",0,0,0,1,0,0,0,0,0,0,NA,0,0,1,NA,NA,0,0,0,1,0,0,NA,1,0,NA,0,0,NA,0,NA,NA,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,NA,0,0,1,0,0,0,NA,0,1,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,0,0,0,NA,1,NA,0,NA,1,0,0,0,0,NA,0,0,0,0,1,NA,NA,0,0,0,0
"255",0,NA,0,1,0,1,NA,NA,NA,NA,1,0,0,NA,0,1,NA,NA,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,NA,1,NA,1,0,NA,1,NA,NA,0,1,NA,0,1,NA,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,NA,0,1,1,NA,1,0,1,0,NA,NA,0,0,1,0,1,NA,1,0,0,NA,0
"256",1,NA,1,0,NA,0,1,0,0,NA,1,1,1,0,1,NA,1,0,0,0,1,1,1,NA,NA,1,NA,0,NA,1,1,1,NA,0,NA,0,NA,0,0,1,1,1,1,0,NA,0,1,0,0,1,1,1,NA,0,NA,NA,1,0,0,1,1,NA,1,NA,0,NA,1,NA,0,1,NA,1,1,0,1,NA,NA,NA,0,1,1,NA,NA,0,1,0,NA,0,0,1,1,1,1,0,0,0,1,NA,0,1
"257",0,1,1,1,0,NA,1,0,1,0,0,1,1,1,NA,0,1,1,0,0,NA,NA,1,NA,0,0,NA,NA,1,NA,NA,1,1,NA,0,NA,1,NA,1,0,0,0,1,1,0,0,NA,0,NA,0,NA,NA,1,0,0,0,NA,0,NA,0,0,1,1,NA,0,0,1,0,1,0,NA,1,1,1,0,0,1,1,0,0,0,NA,1,0,NA,0,1,0,1,0,0,0,1,1,NA,NA,1,0,1,0
"258",0,0,1,0,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,1,0,1,0,NA,NA,NA,0,0,0,1,0,0,0,1,NA,0,NA,0,0,NA,NA,1,0,1,0,0,0,0,0,1,0,1,0,1,NA,0,0,0,0,1,0,NA,0,NA,0,0,0,0,0,1,0
"259",0,0,1,1,0,NA,0,NA,1,NA,1,0,1,1,0,0,NA,0,0,0,0,0,0,1,NA,NA,NA,0,1,1,1,0,NA,1,NA,NA,1,0,0,1,1,0,NA,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,NA,0,0,0,0,0,NA,1,1,1,0,0,1,0,NA,0,1,1,0,1,0,NA,1,0,0,NA,0,1,NA,1,0,1,1,0,NA,0,0,1,1
"260",0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,1,0,0,1,0,0,0,0,0,NA,1,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,NA,0,1,1,0,0,NA,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,NA,0,NA,1,NA,0,0,NA,0,0
"261",0,0,0,1,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0
"262",0,0,1,1,NA,0,0,0,0,NA,NA,NA,1,0,0,0,0,1,NA,0,NA,1,1,1,0,0,0,NA,NA,0,0,NA,1,1,NA,0,0,0,1,0,0,0,1,1,NA,0,0,0,0,0,NA,0,0,NA,0,0,1,NA,0,0,0,0,1,1,0,0,1,0,NA,0,0,0,1,1,NA,0,NA,0,0,0,0,0,1,0,NA,0,1,0,0,0,0,0,1,NA,0,0,1,0,0,0
"263",1,0,NA,1,1,NA,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,NA,0,1,1,1,NA,0,NA,0,1,1,0,1,1,1,NA,NA,0,0,1,NA,0,1,1,1,0,0,0,0,1,1,0,NA,1,1,0,0,0,1,1,NA,0,1,NA,NA,0,0,0,1,1,1,NA,1,1,NA,0,0,NA,0,1,1,0,NA,1,NA,0,0,0,1,1,1,NA,1,1,1,0,0,0,1,1
"264",0,1,NA,1,1,NA,NA,1,0,0,NA,NA,0,NA,NA,0,0,1,0,0,0,NA,0,NA,1,NA,0,NA,0,1,0,1,0,NA,NA,0,0,NA,0,1,0,NA,NA,NA,NA,0,0,1,0,1,0,1,0,0,NA,0,0,1,0,1,0,1,NA,0,0,0,0,1,NA,1,0,1,NA,0,1,NA,0,1,NA,NA,0,NA,0,0,1,0,NA,NA,NA,0,0,1,1,1,0,0,0,NA,NA,NA
"265",0,0,0,1,0,0,NA,0,0,NA,0,0,NA,1,NA,0,0,1,0,0,0,0,0,1,0,NA,0,1,0,NA,NA,0,NA,1,1,0,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,1,1,0,0,0,1,NA,0,NA,0,0,1,0,0,0,1,0,NA
"266",1,NA,NA,1,0,0,0,0,0,0,1,1,NA,1,NA,0,1,1,NA,1,1,1,1,1,0,1,NA,0,0,1,1,1,1,1,0,0,1,NA,0,NA,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,NA,1,1,1,0,NA,1,0,0,1,1,1,1,1,0,NA,0,1,0,1,NA,1,NA,1,0,0,0,0,0,1,1,1,NA,1,0,0,1,0,0,NA
"267",NA,0,NA,1,NA,0,0,NA,0,NA,0,NA,1,NA,1,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,NA,0,NA,1,NA,1,0,0,NA,0,0,0,0,NA,1,0,0,0,NA,0,0,NA,1,NA,0,0,1,0,0,NA,1,0,0,1,0,0,0,0,0,NA,0,0,1,1,0,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1,NA,0,NA,0,0,0,0
"268",NA,0,NA,0,0,1,NA,0,1,NA,0,0,1,0,1,NA,1,0,0,0,0,0,1,0,0,1,0,0,1,NA,0,0,0,0,NA,0,1,0,NA,0,NA,0,NA,0,0,0,1,NA,1,NA,0,0,1,0,NA,1,0,NA,1,NA,NA,0,0,NA,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,NA,0,0,NA,1,0,0,NA,0,1,0
"269",NA,1,1,1,0,1,NA,1,1,1,1,NA,1,1,1,NA,1,NA,NA,1,0,1,1,1,NA,NA,0,0,1,1,0,1,0,NA,0,0,1,0,0,NA,1,1,1,1,1,NA,1,1,0,1,1,NA,NA,1,0,1,NA,0,1,1,1,1,NA,NA,0,0,1,0,1,NA,1,1,1,1,0,0,NA,0,NA,1,NA,1,1,1,1,1,1,0,1,1,0,1,1,1,0,NA,1,NA,NA,1
"270",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,NA,0,0,0,0
"271",0,1,0,NA,1,0,0,0,0,0,1,NA,0,1,NA,0,0,0,0,NA,0,1,0,0,1,1,0,0,NA,1,1,1,NA,NA,0,0,0,0,NA,NA,1,NA,0,1,1,NA,0,NA,0,1,1,1,NA,1,NA,0,NA,1,1,1,NA,1,0,0,1,NA,0,0,1,NA,1,1,0,0,0,0,0,1,0,1,1,1,0,NA,1,0,0,0,0,1,1,1,0,NA,1,NA,0,0,0,1
"272",0,1,1,1,0,0,0,NA,NA,1,1,NA,1,1,0,NA,NA,0,0,1,0,NA,0,1,0,0,0,0,1,1,NA,0,0,1,0,0,0,NA,1,1,1,1,NA,1,0,0,1,1,1,1,0,NA,1,1,0,0,0,0,1,1,0,1,0,1,0,0,NA,0,1,1,0,NA,0,1,0,0,0,0,1,NA,1,1,0,NA,0,0,0,0,NA,1,0,NA,1,1,0,0,0,0,1,1
"273",1,0,0,1,1,1,1,0,1,NA,1,0,1,NA,1,1,NA,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,NA,NA,1,1,1,1,NA,NA,1,0,1,1,1,0,1,NA,0,0,NA,0,1,1,NA,1,1,1,NA,0,1,NA,NA,1,1,0,1,0,1,0,1,0,NA,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,NA,1,1,1,0
"274",0,1,0,0,0,0,NA,0,1,NA,NA,1,NA,0,0,NA,0,1,0,0,0,1,0,0,NA,0,0,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,1,0,NA,0,1,0,0,0,0,0,NA,1,NA,0,1,0,0,0,0,0,0,1,NA,1,1,0,NA,0,NA,0,1,NA,0,1,1,0,0,0,0,0,0,1,0,0,1,NA,0,NA,0,0,1,1,NA
"275",0,NA,1,1,1,1,0,1,1,NA,0,NA,1,0,1,1,NA,NA,0,1,0,0,1,0,1,NA,0,1,NA,1,0,0,1,0,1,0,NA,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,NA,NA,0,1,0,NA,1,1,1,NA,1,NA,0,1,0,1,0,1,1,0,1,NA,0,1,0,1,0,NA,1,NA,NA,NA,0,1,NA,1,0,NA,1,NA,1
"276",0,0,0,1,0,1,NA,NA,NA,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,NA,1,0,0,0,0,1,0,0,NA,0,1,0,0,NA,NA,0,0,0,NA,0,1,0,1,NA,NA,0,0,0,NA,NA,1,NA,0,0,0,NA,0,0,1,0,1,0,0,0,NA,NA,NA,0,1,0,1,0,0,0,NA,0,0,NA,NA,1,1,NA,0,0,0,0,0,NA,1,0,1,NA,0,0,0
"277",0,0,0,NA,0,NA,NA,0,0,0,0,NA,0,1,1,0,1,0,0,0,0,NA,0,NA,0,1,0,0,0,0,NA,0,0,1,0,0,1,0,NA,0,NA,0,0,NA,NA,0,1,1,0,0,0,NA,0,0,0,1,NA,0,NA,0,NA,0,NA,0,0,NA,1,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,NA
"278",0,NA,0,0,NA,0,0,0,0,1,1,0,0,0,0,0,0,NA,0,1,0,0,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,1,0,0,NA,0,0,0,0,NA,0,1,0,0,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,0,1,NA,0,0,0,0,0,NA,0,NA,1
"279",NA,1,NA,0,0,NA,0,0,1,0,1,1,NA,NA,0,0,NA,NA,0,0,0,1,1,0,0,1,NA,NA,1,0,1,NA,1,0,0,0,0,0,0,NA,0,NA,1,0,0,0,0,0,1,0,1,1,NA,0,0,1,NA,0,1,1,0,NA,1,NA,0,0,0,0,1,1,1,1,1,0,0,NA,0,0,1,0,NA,1,1,0,0,NA,0,0,1,0,0,0,1,0,NA,0,NA,0,NA,NA
"280",0,NA,0,NA,0,1,0,NA,1,0,0,0,0,1,1,1,0,1,0,NA,NA,0,NA,NA,0,NA,0,0,NA,1,0,0,0,1,0,0,NA,0,0,0,0,NA,0,1,NA,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,NA,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,NA,0,1,NA,1,0,NA,NA,NA,NA,0
"281",0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,0,0,NA,0,1,0,NA,0,0,NA,0,NA,0,NA,1,0,0,NA,NA,0,0,NA,0,0,1,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,NA,1,NA,0,0
"282",1,0,1,1,1,0,NA,0,NA,1,1,0,1,1,1,0,NA,0,0,1,1,0,NA,1,1,1,0,NA,0,1,1,0,1,1,1,NA,1,0,NA,1,1,0,NA,NA,1,0,1,NA,0,1,1,NA,NA,NA,NA,1,1,0,NA,NA,NA,0,1,NA,1,0,1,0,0,1,1,0,1,1,1,0,1,NA,0,1,1,0,1,1,1,0,1,NA,NA,NA,NA,0,1,1,1,0,1,0,0,1
